NRC;Periodo;Asignatura;Momento;Salon;Tipo;Id_Docente;Responsable;Sede_Docente;Ubicaci¢n;Tipo_Curso;Plantilla;Total_Alistamiento;Total_Ejecucion;Total_Curso;Valoracion;Email_Enviado
35-62962;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62963;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62964;202435;Electiva Cp;1;B3-302;1;764484;COPD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62965;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62966;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62967;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62968;202435;Nivel Principiante;3;VIRTU;2;765089;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-62969;202435;Responsabilidad Control Social;2;SALA C;1;872552;COPD;IBA;IBA;PD;;0;0;0;No evaluada;-
35-62970;202435;Electiva Cp;1;B3-303;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-62973;202435;Tributaria II;1;SALA B;1;356932;COPD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-63004;202435;Direcci¢n y Control;2;B3-303;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63008;202435;Estad°stica Descriptiva;2;B2-305;1;873405;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63030;202435;Fundamentos de Mercados;1;B3-307;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63033;202435;Ges Basi de la Informaci¢n;1;SALA 2;1;986093;ISUM;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63035;202435;Electiva Cpc;2;B2-302;1;580459;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-63036;202435;Matem†tica Financiera;2;B2-302;1;845403;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-63026;202435;Proyecto de Vida;2;3;1;438967;Expansi¢n;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63028;202435;Investigaci¢n de Mercados;2;B3-302;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63034;202435;Respon Social Practica de Vida;3;VIRTU;2;953732;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63036;202435;Electiva Cpc;1;3;1;33228452;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;SI
35-63037;202435;Respon Social Practica de Vida;3;VIRTU;2;953732;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63038;202435;Respon Social Practica de Vida;3;VIRTU;2;65780309;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63039;202435;Respon Social Practica de Vida;3;VIRTU;2;953732;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63044;202435;Desarrollo Social Contempor†ne;1;VIRTU;2;439733;CED;IBA;IBA;PD;INNOVAME;40;35;75;Desempe§o Aceptable;SI
35-63047;202435;An†lisis y Diagnostico Organ;1;7;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63048;202435;Gerencia de Mercados;2;5;1;984449;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63049;202435;Casos Empresariales;3;9;1;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63050;202435;Formulaci¢n y Evaluaci¢n de Pr;3;8;1;479533;AEMD;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63053;202435;Presupuestos;1;B3-302;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63055;202435;Proyecto de Vida;1;VIRTU;2;340832;AEMD;LERIDA;NORTE;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63060;202435;Pr†ctica Profesional;3;SALA B;1;763528;AEMD;IBA;IBA;PD;CRIBA;50;30;80;Desempe§o Bueno;SI
35-63063;202435;Desarrollo Econ¢mico;2;B3-307;1;763528;AEMD;IBA;IBA;PD;INNOVAME;50;30;80;Desempe§o Bueno;-
35-63062;202435;Opci¢n de Grado;3;VIRTU;2;654397;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-63063;202435;Opci¢n de Grado;3;VIRTU;2;654397;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-63064;202435;Opci¢n de Grado;3;VIRTU;2;654397;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-63066;202435;Opci¢n de Grado;3;VIRTU;2;654397;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-63068;202435;Gerencia Financiera;2;B3-305;1;486830;AETH;IBA;IBA;PD;INNOVAME;50;30;80;Desempe§o Bueno;-
35-63072;202435;Gerencia Financiera;1;B3-303;1;763528;AEMD;IBA;IBA;PD;INNOVAME;50;30;80;Desempe§o Bueno;-
35-63073;202435;Desarrollo Econ¢mico;1;SALA C;1;984449;AEMD;IBA;IBA;PD;INNOVAME;45;30;75;Desempe§o Aceptable;SI
35-63399;202435;Opci¢n de Grado;3;VIRTU;2;654397;AEMD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-63246;202435;Presupuestos;2;B3-306;1;763528;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-63284;202435;Proyecto de Vida;2;B3-306;1;370873;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-63308;202435;Mercado de Capitales;1;B3-306;1;873433;ADFU;IBA;IBA;PD;INNOVAME;50;38,75;88,75;Desempe§o Bueno;-
35-63309;202435;Gerencia Financiera;1;B3-307;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;49,4;99,4;Desempe§o Excelente;-
35-63330;202435;Electiva Cmd;2;B2-304;1;845403;ADFU;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-63333;202435;Riesgos Financieros;2;B2-303;1;486830;AETH;IBA;IBA;PD;INNOVAME;50;20;70;Desempe§o Aceptable;-
35-63332;202435;Opci¢n de Grado;3;VIRTU;2;532764;ADFU;IBA;IBA;PD;CRIBA;50;25;75;Desempe§o Aceptable;-
35-63323;202435;Presupuestos;1;SALA C;1;872552;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-63534;202435;Psicolog°a de la Comunicaci¢n;2;VIRTU;2;803692;CSOD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63535;202435;êtica Profesional;2;VIRTU;2;936393;CSOD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63536;202435;Legislac de Medios de Comunica;1;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-63644;202435;Pr†ctica Profesional;3;303;1;845393;CSOD;IBA;IBA;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-63834;202435;C†tedra Minuto de Dios;3;VIRTU;2;340923;LPID;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-63926;202435;Teor°a Psicoanal°tica;1;VIRTU;2;479699;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-63927;202435;Adultez Vejez y Muerte;1;VIRTU;2;479699;PSID;IBA;IBA;PD;CRIBA;50;25;75;Desempe§o Aceptable;-
35-63928;202435;Psicolog°a Cognitiva;1;VIRTU;2;36332382;LPID;IBA;IBA;PD;CRIBA;50;25;75;Desempe§o Aceptable;-
35-63929;202435;Procesos Psicol¢gicos Sociales;2;VIRTU;2;479699;PSID;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64034;202435;Proyecto de Vida;1;202;1;649559;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64036;202435;Observaci¢n Educativa y Pedag¢;1;303;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64039;202435;Ambientes de Aprendizaje;1;303;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64025;202435;Did†ctica de las Ciencias Natu;2;203;1;986552;LCNA;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64026;202435;An†lisis Qu°mico;2;305;1;986303;LCNA;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64027;202435;Epistemolog°a Ambiental;2;203;1;986303;LCNA;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64047;202435;Ambientes de Aprendizaje;1;303;1;340923;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64074;202435;Inducci¢n 2 Nuevos;3;VIRTU;2;85207;Mercadeo;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64335;202435;Educaci¢n Inclusiva y Diversid;1;302;1;404250;LEID;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-64320;202435;Mediaciones Tecnol¢gicas en Ed;2;203;1;622390;LPID;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64364;202435;Com Escrita y Proce Lect I;3;SALA A;1;535293;CSOD;IBA;IBA;PD;INNOVAME;45;40;85;Desempe§o Bueno;SI
35-64230;202435;An†lisis y Diagn Empresarial;1;B2-305;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-64233;202435;Riesgos Psicosociales;1;B2-305;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;49,4;99,4;Desempe§o Excelente;-
35-64232;202435;Epidemiolog°a;1;B3-303;1;656359;ASOD;IBA;IBA;PD;INNOVAME;50;34,35;84,35;Desempe§o Bueno;-
35-64233;202435;Investigaci¢n de Eventos Labor;1;B3-303;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;46,25;96,25;Desempe§o Excelente;-
35-64238;202435;Pr†ctica Profesional;3;B3-302;1;590030;ASOD;LERIDA;NORTE;PD;CRIBA;37,69230769;40;77,69230769;Desempe§o Aceptable;SI
35-64220;202435;Com Escrita y Proce Lect I;3;B2-305;1;802606;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64222;202435;Fundamentos de Matem†ticas;1;B2-305;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;35,95;85,95;Desempe§o Bueno;-
35-64224;202435;Ges Basi de la Informaci¢n;1;SALA B;1;575655;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64306;202435;Proyecto de Vida;1;B3-305;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64330;202435;Riesgos Qu°micos y Tecnol¢gic;2;B3-303;1;537742;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64333;202435;Gerencia del Talento Humano;2;B2-303;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64332;202435;Introd a la Segur y Salud Trab;2;B2-304;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64333;202435;Proyecto de Vida;2;B2-304;1;370873;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64334;202435;Gerencia del Talento Humano;2;B3-303;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64335;202435;Metodolog°a de la Investigac;2;B3-302;1;360483;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64336;202435;Estad°stica Descriptiva;2;B3-303;1;335652;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64325;202435;Introd a la Segur y Salud Trab;2;B2-305;1;590030;ASOD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64326;202435;Proyecto de Vida;2;B2-303;1;649559;LPID;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64336;202435;Gerencia del Talento Humano;2;B2-303;1;478373;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64338;202435;Fundamentos de Matem†ticas;2;B2-303;1;845362;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64340;202435;Com Escrita y Proce Lect I;3;B3-303;1;838355;CSOD;IBA;IBA;PD;INNOVAME;35;40;75;Desempe§o Aceptable;SI
35-64363;202435;Com Escrita y Proce Lect I;3;VIRTU;2;803692;CSOD;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-64364;202435;Producci¢n Web;1;VIRTU;2;936393;CSOD;IBA;IBA;PD;INNOVAME;40;35;75;Desempe§o Aceptable;SI
35-64365;202435;Periodismo de Investigaci¢n;1;VIRTU;2;845393;CSOD;IBA;IBA;PD;INNOVAME;30;35;65;Desempe§o insatisfactorio;SI
35-64366;202435;MÇtodos I;1;VIRTU;2;845393;CSOD;IBA;IBA;PD;INNOVAME;45;35;80;Desempe§o Bueno;SI
35-64367;202435;Plan de Medios Digitales;2;203;1;845393;CSOD;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64433;202435;êtica Profesional;1;303;1;802606;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64433;202435;Comunic y Partic en Medios Dig;1;SALA B;1;936393;CSOD;IBA;IBA;PD;CRIBA;42,30769231;40;82,30769231;Desempe§o Bueno;SI
35-64436;202435;Comunicaci¢n y Acci¢n Colectiv;2;VIRTU;2;936393;CSOD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64429;202435;Ges Basi de la Informaci¢n;2;B2-305;1;575655;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64435;202435;Electiva Cpc;3;B2-305;1;873433;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64442;202435;Estad°stica Descriptiva;2;34;1;650528;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64453;202435;Ges Basi de la Informaci¢n;1;B3-304;1;676367;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64453;202435;Ges Basi de la Informaci¢n;1;B3-304;1;986003;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64474;202435;Estructura de un Plan Negocios;2;VIRTU;2;799370;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64475;202435;Estructura de un Plan Negocios;2;VIRTU;2;764950;AEMD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64479;202435;Fundamentos de Econom°a;1;3;1;739032;ESP;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64480;202435;Matem†tica Financiera;1;3;1;739032;ESP;LA DORADA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64483;202435;Electiva Cmd;1;VIRTU;2;652206;COPD;IBA;IBA;PD;INNOVAME;30;35;65;Desempe§o insatisfactorio;SI
35-64485;202435;Ges Basi de la Informaci¢n;1;SALA B;1;676367;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64487;202435;Electiva Cpc;1;B3-302;1;872553;COPD;LERIDA;NORTE;PD;CRIBA;48,46353846;40;88,46353846;Desempe§o Bueno;-
35-64490;202435;Sistema de Informaci¢n Gerenci;2;VIRTU;2;986093;ISUM;LERIDA;NORTE;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64497;202435;Proyecto de Vida;2;VIRTU;2;438967;Expansi¢n;LA DORADA;NORTE;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64498;202435;Contabilidad Financiera I;2;2;1;593480;COPD;PUERTO BOYACA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64500;202435;Fundamentos de Derecho;2;VIRTU;2;866970;COPD;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64503;202435;Contabilidad Financiera II;3;4;1;593480;COPD;PUERTO BOYACA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64506;202435;Innovaci¢n Creati Gene Ideas;2;VIRTU;2;845393;CSOD;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64507;202435;Com Escrita y Proce Lect I;3;B2-302;1;535293;CSOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64509;202435;Ges Basi de la Informaci¢n;1;SALA A;1;984448;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64530;202435;Ges Basi de la Informaci¢n;1;SALA B;1;676367;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64533;202435;Ges Basi de la Informaci¢n;2;SALA B;1;984448;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64524;202435;Proyecto de Vida;2;B3-306;1;93393332;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64525;202435;Contabilidad Financiera I;2;B3-304;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64526;202435;Electiva Cpc;2;B3-304;1;652206;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64527;202435;Revisor°a Fiscal;2;B3-303;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64528;202435;Proyecto de Vida;1;B2-304;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64542;202435;Contabilidad Financiera I;2;B3-305;1;93393332;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64543;202435;Ges Basi de la Informaci¢n;2;SALA A;1;676367;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64637;202435;Desarrollo Social Contempor†ne;2;VIRTU;2;439733;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64639;202435;Respon Social Practica de Vida;3;VIRTU;2;694238;CED;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64640;202435;Casos Empresariales;3;B2-304;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64643;202435;Formulaci¢n y Evaluaci¢n de Pr;3;B3-303;1;799370;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64655;202435;Pr†ctica Profesional;3;3;1;266878;AEMD;LERIDA;NORTE;PD;CRIBA;49,23076923;40;89,23076923;Desempe§o Bueno;SI
35-64658;202435;An†lisis Financiero;1;SALA B;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;50;300;Desempe§o Excelente;-
35-64659;202435;Desarrollo Empresar Colombia;1;B3-302;1;602083;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64660;202435;Desarrollo Empresar Colombia;1;B2-303;1;435726;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64663;202435;An†lisis Financiero;1;SALA C;1;872553;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64663;202435;Legislaci¢n Tributaria;1;B3-303;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64665;202435;Matem†tica Financiera;1;B2-303;1;845403;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64666;202435;Desarrollo Econ¢mico;1;B2-302;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64668;202435;Psicolog°a Jur°dica;1;VIRTU;2;695633;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64669;202435;Psicolog°a Organizacional;2;VIRTU;2;479699;PSID;IBA;IBA;PD;;0;0;0;No evaluada;-
35-64670;202435;Electiva Cpc;2;VIRTU;2;695633;PSID;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64675;202435;Ges Basi de la Informaci¢n;1;SALA C;1;559335;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64676;202435;Ges Basi de la Informaci¢n;1;SALA A;1;986003;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64678;202435;Desarrollo Econ¢mico;1;B2-302;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64679;202435;Gerencia Financiera;1;B3-306;1;763528;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64683;202435;Introducci¢n a la Administrac;1;B3-303;1;845364;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64684;202435;Costos;1;B2-303;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64685;202435;Electiva Cpc;1;B3-307;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64686;202435;Gerencia de Producci¢n;1;B2-303;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64687;202435;Introducci¢n a la Administrac;1;B3-302;1;477338;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64689;202435;Matem†tica Financiera;1;3;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64690;202435;Gerencia EstratÇgica;1;4;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64693;202435;Electiva Cpc;1;6;1;623356;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64697;202435;Introducci¢n a la Administrac;1;4;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64703;202435;Estad°stica Inferencia;1;8;1;650528;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64702;202435;Riesgos P£blicos;2;B3-303;1;439508;ASOD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64704;202435;Electiva Cpc;2;VIRTU;2;656359;ASOD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64708;202435;Presupuestos;2;B2-304;1;580459;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64730;202435;An†lisis Financiero;2;B3-304;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64733;202435;Legislaci¢n Tributaria;2;B3-303;1;93362733;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64735;202435;Proyecto de Vida;2;B3-303;1;370873;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64738;202435;Introducci¢n a la Administrac;2;B3-306;1;763528;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64739;202435;Introducci¢n de Investigaci¢n;2;B3-302;1;33228452;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64723;202435;Introducci¢n de Investigaci¢n;2;B2-303;1;370873;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64722;202435;Presupuestos;2;B3-302;1;984449;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64726;202435;Ges Basi de la Informaci¢n;1;33;1;986093;ISUM;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64727;202435;Proyecto de Vida;2;4;1;650528;AEMD;LERIDA;NORTE;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64728;202435;Costos;2;B3-306;1;580459;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64730;202435;Presupuestos;2;B3-304;1;782232;AEMD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64736;202435;Gerencia de Producci¢n;2;8;1;266878;AEMD;LERIDA;NORTE;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64739;202435;Introducci¢n de Investigaci¢n;2;B3-302;1;537748;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64740;202435;An†lisis Financiero;2;B2-302;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64743;202435;Ges Basi de la Informaci¢n;2;B3-303;1;986003;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64742;202435;Gerencia Financiera;2;B3-303;1;763528;AEMD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64752;202435;Ges Basi de la Informaci¢n;1;SALA B;1;986003;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64753;202435;Ges Basi de la Informaci¢n;1;SALA3;1;984448;ISUM;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64757;202435;Legislaci¢n Comercial;2;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64758;202435;Legislaci¢n Comercial;1;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64759;202435;Legislaci¢n Comercial;2;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64763;202435;Legislaci¢n Comercial;2;VIRTU;2;948372;TRSOP;IBA;IBA;PD;INNOVAME;50;35;85;Desempe§o Bueno;-
35-64762;202435;Pr†ctica Profesional I Fundame;3;B2-303;1;950229;COPD;IBA;IBA;PD;CRIBA;50;40;90;Desempe§o Bueno;-
35-64785;202435;Contabilidad Financiera IV;3;B3-307;1;682740;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;SI
35-64786;202435;Contabilidad Financiera III;3;B2-302;1;764492;COPD;IBA;IBA;PD;INNOVAME;50;40;90;Desempe§o Bueno;-
35-64792;202435;Electiva Cmd;2;VIRTU;2;652206;COPD;IBA;IBA;PD;CRIBA;50;35;85;Desempe§o Bueno;-
35-64796;202435;Administraci¢n Financiera;1;B3-304;1;407424;ADFU;IBA;IBA;PD;INNOVAME;50;48,3;98,3;Desempe§o Excelente;-
